date,month,year,category,supersector,employment
8/31/2002,Aug,2002,Service-Providing,Other Services,56.7
8/31/2002,Aug,2002,Service-Providing,Education and Health Services,188.1
8/31/2002,Aug,2002,Service-Providing,Retail Trade,181.5
9/30/2002,Sep,2002,Goods-Producing,Construction,63.9
9/30/2002,Sep,2002,Goods-Producing,Manufacturing,226.3
9/30/2002,Sep,2002,Goods-Producing,Mining and Logging,1.9
9/30/2002,Sep,2002,Government,Local Government,161.2
9/30/2002,Sep,2002,Government,State Government,62.7
9/30/2002,Sep,2002,Government,Federal Government,19.2
9/30/2002,Sep,2002,Service-Providing,Information,34.7
9/30/2002,Sep,2002,Service-Providing,Education and Health Services,189.2
9/30/2002,Sep,2002,Service-Providing,Retail Trade,181.7
9/30/2002,Sep,2002,Service-Providing,Wholesale Trade,66.7
9/30/2002,Sep,2002,Service-Providing,Financial Activities,93.9
9/30/2002,Sep,2002,Service-Providing,Professional and Business Services,106
9/30/2002,Sep,2002,Service-Providing,Other Services,56.6
9/30/2002,Sep,2002,Service-Providing,Leisure and Hospitality,125.2
9/30/2002,Sep,2002,Service-Providing,Transportation and Utilities,57.3
10/31/2002,Oct,2002,Goods-Producing,Construction,64.4
10/31/2002,Oct,2002,Goods-Producing,Mining and Logging,1.9
10/31/2002,Oct,2002,Goods-Producing,Manufacturing,224.9
10/31/2002,Oct,2002,Government,Local Government,161.2
10/31/2002,Oct,2002,Government,Federal Government,19.2
10/31/2002,Oct,2002,Government,State Government,62.8
10/31/2002,Oct,2002,Service-Providing,Education and Health Services,189
10/31/2002,Oct,2002,Service-Providing,Retail Trade,181
10/31/2002,Oct,2002,Service-Providing,Other Services,56.7
10/31/2002,Oct,2002,Service-Providing,Transportation and Utilities,57.5
10/31/2002,Oct,2002,Service-Providing,Wholesale Trade,66.7
10/31/2002,Oct,2002,Service-Providing,Leisure and Hospitality,125.1
10/31/2002,Oct,2002,Service-Providing,Information,34.5
10/31/2002,Oct,2002,Service-Providing,Professional and Business Services,105.2
10/31/2002,Oct,2002,Service-Providing,Financial Activities,94.1
11/30/2002,Nov,2002,Goods-Producing,Mining and Logging,2
11/30/2002,Nov,2002,Goods-Producing,Construction,64.6
11/30/2002,Nov,2002,Goods-Producing,Manufacturing,224.8
11/30/2002,Nov,2002,Government,State Government,62.9
11/30/2002,Nov,2002,Government,Local Government,161.6
11/30/2002,Nov,2002,Government,Federal Government,19.3
11/30/2002,Nov,2002,Service-Providing,Other Services,56.6
11/30/2002,Nov,2002,Service-Providing,Transportation and Utilities,57.8
11/30/2002,Nov,2002,Service-Providing,Education and Health Services,189.4
11/30/2002,Nov,2002,Service-Providing,Information,34.6
11/30/2002,Nov,2002,Service-Providing,Retail Trade,180.6
11/30/2002,Nov,2002,Service-Providing,Leisure and Hospitality,124.5
11/30/2002,Nov,2002,Service-Providing,Wholesale Trade,66.5
11/30/2002,Nov,2002,Service-Providing,Financial Activities,94
11/30/2002,Nov,2002,Service-Providing,Professional and Business Services,106.3
12/31/2002,Dec,2002,Goods-Producing,Manufacturing,223.7
12/31/2002,Dec,2002,Goods-Producing,Mining and Logging,1.9
12/31/2002,Dec,2002,Goods-Producing,Construction,64.6
12/31/2002,Dec,2002,Government,State Government,63
12/31/2002,Dec,2002,Government,Local Government,161.7
12/31/2002,Dec,2002,Government,Federal Government,19.3
12/31/2002,Dec,2002,Service-Providing,Financial Activities,94.1
12/31/2002,Dec,2002,Service-Providing,Other Services,56.4
12/31/2002,Dec,2002,Service-Providing,Education and Health Services,189.9
12/31/2002,Dec,2002,Service-Providing,Professional and Business Services,105.8
12/31/2002,Dec,2002,Service-Providing,Leisure and Hospitality,125.2
12/31/2002,Dec,2002,Service-Providing,Wholesale Trade,66.5
12/31/2002,Dec,2002,Service-Providing,Retail Trade,180.8
12/31/2002,Dec,2002,Service-Providing,Information,34.2
12/31/2002,Dec,2002,Service-Providing,Transportation and Utilities,57.8
1/31/2003,Jan,2003,Goods-Producing,Manufacturing,222.8
1/31/2003,Jan,2003,Goods-Producing,Construction,65
1/31/2003,Jan,2003,Goods-Producing,Mining and Logging,1.9
1/31/2003,Jan,2003,Government,Federal Government,19.3
1/31/2003,Jan,2003,Government,State Government,62.2
1/31/2003,Jan,2003,Government,Local Government,162.1
1/31/2003,Jan,2003,Service-Providing,Professional and Business Services,105.6
1/31/2003,Jan,2003,Service-Providing,Wholesale Trade,65.8
1/31/2003,Jan,2003,Service-Providing,Education and Health Services,189.7
1/31/2003,Jan,2003,Service-Providing,Other Services,56.3
1/31/2003,Jan,2003,Service-Providing,Financial Activities,94.8
1/31/2003,Jan,2003,Service-Providing,Transportation and Utilities,57.4
1/31/2003,Jan,2003,Service-Providing,Information,33.9
1/31/2003,Jan,2003,Service-Providing,Retail Trade,180.7
1/31/2003,Jan,2003,Service-Providing,Leisure and Hospitality,125.3
2/28/2003,Feb,2003,Goods-Producing,Manufacturing,221.9
2/28/2003,Feb,2003,Goods-Producing,Mining and Logging,1.9
2/28/2003,Feb,2003,Goods-Producing,Construction,64.2
2/28/2003,Feb,2003,Government,State Government,63.3
2/28/2003,Feb,2003,Government,Federal Government,19.3
2/28/2003,Feb,2003,Government,Local Government,162.3
2/28/2003,Feb,2003,Service-Providing,Transportation and Utilities,57.3
2/28/2003,Feb,2003,Service-Providing,Other Services,56.2
2/28/2003,Feb,2003,Service-Providing,Professional and Business Services,105
2/28/2003,Feb,2003,Service-Providing,Wholesale Trade,65.5
2/28/2003,Feb,2003,Service-Providing,Information,34.1
2/28/2003,Feb,2003,Service-Providing,Education and Health Services,189.8
2/28/2003,Feb,2003,Service-Providing,Financial Activities,94.8
2/28/2003,Feb,2003,Service-Providing,Retail Trade,180.4
2/28/2003,Feb,2003,Service-Providing,Leisure and Hospitality,124.4
3/31/2003,Mar,2003,Goods-Producing,Manufacturing,221.2
3/31/2003,Mar,2003,Goods-Producing,Mining and Logging,1.8
3/31/2003,Mar,2003,Goods-Producing,Construction,63.4
3/31/2003,Mar,2003,Government,State Government,63.6
3/31/2003,Mar,2003,Government,Federal Government,19.3
3/31/2003,Mar,2003,Government,Local Government,162
3/31/2003,Mar,2003,Service-Providing,Transportation and Utilities,57.4
3/31/2003,Mar,2003,Service-Providing,Information,33.8
3/31/2003,Mar,2003,Service-Providing,Financial Activities,94.7
3/31/2003,Mar,2003,Service-Providing,Retail Trade,180.5
3/31/2003,Mar,2003,Service-Providing,Other Services,56.2
3/31/2003,Mar,2003,Service-Providing,Education and Health Services,189.9
3/31/2003,Mar,2003,Service-Providing,Wholesale Trade,65.4
3/31/2003,Mar,2003,Service-Providing,Leisure and Hospitality,123.8
3/31/2003,Mar,2003,Service-Providing,Professional and Business Services,104.4
4/30/2003,Apr,2003,Goods-Producing,Mining and Logging,1.9
4/30/2003,Apr,2003,Goods-Producing,Construction,63.8
4/30/2003,Apr,2003,Goods-Producing,Manufacturing,219.6
4/30/2003,Apr,2003,Government,Local Government,161.8
4/30/2003,Apr,2003,Government,State Government,63.8
4/30/2003,Apr,2003,Government,Federal Government,19.1
4/30/2003,Apr,2003,Service-Providing,Retail Trade,180.7
4/30/2003,Apr,2003,Service-Providing,Transportation and Utilities,57.3
4/30/2003,Apr,2003,Service-Providing,Professional and Business Services,105.3
4/30/2003,Apr,2003,Service-Providing,Leisure and Hospitality,124.7
4/30/2003,Apr,2003,Service-Providing,Wholesale Trade,65.3
4/30/2003,Apr,2003,Service-Providing,Education and Health Services,188.7
4/30/2003,Apr,2003,Service-Providing,Other Services,56.3
4/30/2003,Apr,2003,Service-Providing,Financial Activities,94.8
4/30/2003,Apr,2003,Service-Providing,Information,33.4
5/31/2003,May,2003,Goods-Producing,Manufacturing,218.6
5/31/2003,May,2003,Goods-Producing,Mining and Logging,1.9
5/31/2003,May,2003,Goods-Producing,Construction,64.4
5/31/2003,May,2003,Government,Federal Government,19.1
5/31/2003,May,2003,Government,Local Government,161.6
5/31/2003,May,2003,Government,State Government,63.9
5/31/2003,May,2003,Service-Providing,Other Services,56.1
5/31/2003,May,2003,Service-Providing,Education and Health Services,188.5
5/31/2003,May,2003,Service-Providing,Retail Trade,180.8
5/31/2003,May,2003,Service-Providing,Financial Activities,95
5/31/2003,May,2003,Service-Providing,Wholesale Trade,65.3
5/31/2003,May,2003,Service-Providing,Information,33.5
5/31/2003,May,2003,Service-Providing,Professional and Business Services,105
5/31/2003,May,2003,Service-Providing,Leisure and Hospitality,125.1
5/31/2003,May,2003,Service-Providing,Transportation and Utilities,57.4
6/30/2003,Jun,2003,Goods-Producing,Manufacturing,218.3
6/30/2003,Jun,2003,Goods-Producing,Mining and Logging,1.9
6/30/2003,Jun,2003,Goods-Producing,Construction,64.3
6/30/2003,Jun,2003,Government,Federal Government,19
6/30/2003,Jun,2003,Government,Local Government,160.6
6/30/2003,Jun,2003,Government,State Government,64.2
6/30/2003,Jun,2003,Service-Providing,Information,33.5
6/30/2003,Jun,2003,Service-Providing,Transportation and Utilities,57.1
6/30/2003,Jun,2003,Service-Providing,Retail Trade,180.4
6/30/2003,Jun,2003,Service-Providing,Other Services,55.9
6/30/2003,Jun,2003,Service-Providing,Education and Health Services,189.1
6/30/2003,Jun,2003,Service-Providing,Financial Activities,95
6/30/2003,Jun,2003,Service-Providing,Leisure and Hospitality,125.5
6/30/2003,Jun,2003,Service-Providing,Wholesale Trade,65.3
6/30/2003,Jun,2003,Service-Providing,Professional and Business Services,105.2
7/31/2003,Jul,2003,Goods-Producing,Manufacturing,217.7
7/31/2003,Jul,2003,Goods-Producing,Mining and Logging,1.8
7/31/2003,Jul,2003,Goods-Producing,Construction,64.5
7/31/2003,Jul,2003,Government,State Government,64
7/31/2003,Jul,2003,Government,Local Government,161.4
7/31/2003,Jul,2003,Government,Federal Government,19.2
7/31/2003,Jul,2003,Service-Providing,Information,33.7
7/31/2003,Jul,2003,Service-Providing,Education and Health Services,189.4
7/31/2003,Jul,2003,Service-Providing,Transportation and Utilities,57.4
7/31/2003,Jul,2003,Service-Providing,Professional and Business Services,105.3
7/31/2003,Jul,2003,Service-Providing,Retail Trade,180.4
7/31/2003,Jul,2003,Service-Providing,Other Services,56
7/31/2003,Jul,2003,Service-Providing,Leisure and Hospitality,125.5
7/31/2003,Jul,2003,Service-Providing,Wholesale Trade,65.3
7/31/2003,Jul,2003,Service-Providing,Financial Activities,94.9
8/31/2003,Aug,2003,Goods-Producing,Mining and Logging,2
8/31/2003,Aug,2003,Goods-Producing,Manufacturing,218.7
8/31/2003,Aug,2003,Goods-Producing,Construction,65.3
8/31/2003,Aug,2003,Government,Local Government,161.8
8/31/2003,Aug,2003,Government,State Government,63.7
8/31/2003,Aug,2003,Government,Federal Government,18.9
8/31/2003,Aug,2003,Service-Providing,Leisure and Hospitality,125.9
8/31/2003,Aug,2003,Service-Providing,Information,33.7
8/31/2003,Aug,2003,Service-Providing,Education and Health Services,189.4
8/31/2003,Aug,2003,Service-Providing,Professional and Business Services,106.2
8/31/2003,Aug,2003,Service-Providing,Other Services,56.1
8/31/2003,Aug,2003,Service-Providing,Retail Trade,179.9
8/31/2003,Aug,2003,Service-Providing,Wholesale Trade,65.4
8/31/2003,Aug,2003,Service-Providing,Financial Activities,95.3
8/31/2003,Aug,2003,Service-Providing,Transportation and Utilities,57.4
9/30/2003,Sep,2003,Goods-Producing,Construction,65.9
9/30/2003,Sep,2003,Goods-Producing,Manufacturing,219.1
9/30/2003,Sep,2003,Goods-Producing,Mining and Logging,2.1
9/30/2003,Sep,2003,Government,Local Government,161.8
9/30/2003,Sep,2003,Government,Federal Government,19
9/30/2003,Sep,2003,Government,State Government,64.7
9/30/2003,Sep,2003,Service-Providing,Information,33.7
9/30/2003,Sep,2003,Service-Providing,Financial Activities,95.6
9/30/2003,Sep,2003,Service-Providing,Wholesale Trade,65.2
9/30/2003,Sep,2003,Service-Providing,Transportation and Utilities,57.4
9/30/2003,Sep,2003,Service-Providing,Leisure and Hospitality,125.5
9/30/2003,Sep,2003,Service-Providing,Retail Trade,180.3
9/30/2003,Sep,2003,Service-Providing,Other Services,56.3
9/30/2003,Sep,2003,Service-Providing,Education and Health Services,190
9/30/2003,Sep,2003,Service-Providing,Professional and Business Services,106.1
10/31/2003,Oct,2003,Goods-Producing,Mining and Logging,2
10/31/2003,Oct,2003,Goods-Producing,Construction,66.5
10/31/2003,Oct,2003,Goods-Producing,Manufacturing,220.4
10/31/2003,Oct,2003,Government,Local Government,162
10/31/2003,Oct,2003,Government,Federal Government,18.6
10/31/2003,Oct,2003,Government,State Government,64.8
10/31/2003,Oct,2003,Service-Providing,Education and Health Services,189.9
10/31/2003,Oct,2003,Service-Providing,Other Services,56.2
10/31/2003,Oct,2003,Service-Providing,Professional and Business Services,105.8
10/31/2003,Oct,2003,Service-Providing,Information,33.6
10/31/2003,Oct,2003,Service-Providing,Transportation and Utilities,57.7
10/31/2003,Oct,2003,Service-Providing,Wholesale Trade,65
10/31/2003,Oct,2003,Service-Providing,Financial Activities,95.7
10/31/2003,Oct,2003,Service-Providing,Retail Trade,180.3
10/31/2003,Oct,2003,Service-Providing,Leisure and Hospitality,125.7
11/30/2003,Nov,2003,Goods-Producing,Manufacturing,220.3
11/30/2003,Nov,2003,Goods-Producing,Construction,66.4
11/30/2003,Nov,2003,Goods-Producing,Mining and Logging,2
11/30/2003,Nov,2003,Government,Local Government,161.8
11/30/2003,Nov,2003,Government,State Government,64.8
11/30/2003,Nov,2003,Government,Federal Government,18.7
11/30/2003,Nov,2003,Service-Providing,Retail Trade,180.2
11/30/2003,Nov,2003,Service-Providing,Financial Activities,95.9
11/30/2003,Nov,2003,Service-Providing,Education and Health Services,190.4
11/30/2003,Nov,2003,Service-Providing,Professional and Business Services,106
11/30/2003,Nov,2003,Service-Providing,Information,33.5
11/30/2003,Nov,2003,Service-Providing,Wholesale Trade,65.2
11/30/2003,Nov,2003,Service-Providing,Transportation and Utilities,57.8
11/30/2003,Nov,2003,Service-Providing,Other Services,56.2
11/30/2003,Nov,2003,Service-Providing,Leisure and Hospitality,125.7
12/31/2003,Dec,2003,Goods-Producing,Mining and Logging,2
12/31/2003,Dec,2003,Goods-Producing,Manufacturing,220.3
12/31/2003,Dec,2003,Goods-Producing,Construction,67.1
12/31/2003,Dec,2003,Government,Local Government,162.4
12/31/2003,Dec,2003,Government,Federal Government,18.6
12/31/2003,Dec,2003,Government,State Government,65.4
12/31/2003,Dec,2003,Service-Providing,Retail Trade,180.3
12/31/2003,Dec,2003,Service-Providing,Financial Activities,95.8
12/31/2003,Dec,2003,Service-Providing,Other Services,56.5
12/31/2003,Dec,2003,Service-Providing,Information,33.5
12/31/2003,Dec,2003,Service-Providing,Education and Health Services,190.1
12/31/2003,Dec,2003,Service-Providing,Leisure and Hospitality,125.9
12/31/2003,Dec,2003,Service-Providing,Transportation and Utilities,57.6
12/31/2003,Dec,2003,Service-Providing,Wholesale Trade,65.1
12/31/2003,Dec,2003,Service-Providing,Professional and Business Services,106.8
1/31/2004,Jan,2004,Goods-Producing,Mining and Logging,2
1/31/2004,Jan,2004,Goods-Producing,Manufacturing,221
1/31/2004,Jan,2004,Goods-Producing,Construction,67.3
1/31/2004,Jan,2004,Government,Local Government,162.4
1/31/2004,Jan,2004,Government,State Government,63.5
1/31/2004,Jan,2004,Government,Federal Government,18.3
1/31/2004,Jan,2004,Service-Providing,Transportation and Utilities,58.1
1/31/2004,Jan,2004,Service-Providing,Financial Activities,95.9
1/31/2004,Jan,2004,Service-Providing,Professional and Business Services,107.5
1/31/2004,Jan,2004,Service-Providing,Other Services,56.6
1/31/2004,Jan,2004,Service-Providing,Wholesale Trade,65.5
1/31/2004,Jan,2004,Service-Providing,Information,33.6
1/31/2004,Jan,2004,Service-Providing,Leisure and Hospitality,126
1/31/2004,Jan,2004,Service-Providing,Retail Trade,180.3
1/31/2004,Jan,2004,Service-Providing,Education and Health Services,190.9
2/28/2004,Feb,2004,Goods-Producing,Manufacturing,221.1
2/28/2004,Feb,2004,Goods-Producing,Mining and Logging,2
2/28/2004,Feb,2004,Goods-Producing,Construction,67.3
2/28/2004,Feb,2004,Government,State Government,64.4
2/28/2004,Feb,2004,Government,Local Government,161.9
2/28/2004,Feb,2004,Government,Federal Government,18.3
2/28/2004,Feb,2004,Service-Providing,Information,33.5
2/28/2004,Feb,2004,Service-Providing,Transportation and Utilities,58.1
2/28/2004,Feb,2004,Service-Providing,Professional and Business Services,107.2
2/28/2004,Feb,2004,Service-Providing,Wholesale Trade,65.5
2/28/2004,Feb,2004,Service-Providing,Financial Activities,95.9
2/28/2004,Feb,2004,Service-Providing,Education and Health Services,190.8
2/28/2004,Feb,2004,Service-Providing,Leisure and Hospitality,125.7
2/28/2004,Feb,2004,Service-Providing,Retail Trade,180.6
2/28/2004,Feb,2004,Service-Providing,Other Services,56.2
3/31/2004,Mar,2004,Goods-Producing,Manufacturing,220.9
3/31/2004,Mar,2004,Goods-Producing,Mining and Logging,2.1
3/31/2004,Mar,2004,Goods-Producing,Construction,68.4
3/31/2004,Mar,2004,Government,State Government,64.1
3/31/2004,Mar,2004,Government,Local Government,162.1
3/31/2004,Mar,2004,Government,Federal Government,18
3/31/2004,Mar,2004,Service-Providing,Wholesale Trade,65.6
3/31/2004,Mar,2004,Service-Providing,Professional and Business Services,107.4
3/31/2004,Mar,2004,Service-Providing,Education and Health Services,191
3/31/2004,Mar,2004,Service-Providing,Information,33.5
3/31/2004,Mar,2004,Service-Providing,Leisure and Hospitality,126.1
3/31/2004,Mar,2004,Service-Providing,Other Services,56.2
3/31/2004,Mar,2004,Service-Providing,Transportation and Utilities,58.2
3/31/2004,Mar,2004,Service-Providing,Retail Trade,180.3
3/31/2004,Mar,2004,Service-Providing,Financial Activities,95.9
4/30/2004,Apr,2004,Goods-Producing,Manufacturing,221.9
4/30/2004,Apr,2004,Goods-Producing,Mining and Logging,2.2
4/30/2004,Apr,2004,Goods-Producing,Construction,69.3
4/30/2004,Apr,2004,Government,State Government,64.2
4/30/2004,Apr,2004,Government,Federal Government,18.7
4/30/2004,Apr,2004,Government,Local Government,162.1
4/30/2004,Apr,2004,Service-Providing,Wholesale Trade,65.8
4/30/2004,Apr,2004,Service-Providing,Leisure and Hospitality,126.1
4/30/2004,Apr,2004,Service-Providing,Retail Trade,179.7
4/30/2004,Apr,2004,Service-Providing,Other Services,56.2
4/30/2004,Apr,2004,Service-Providing,Information,33.5
4/30/2004,Apr,2004,Service-Providing,Transportation and Utilities,58.3
4/30/2004,Apr,2004,Service-Providing,Professional and Business Services,108
4/30/2004,Apr,2004,Service-Providing,Education and Health Services,190.9
4/30/2004,Apr,2004,Service-Providing,Financial Activities,96.6
5/31/2004,May,2004,Goods-Producing,Mining and Logging,2.2
5/31/2004,May,2004,Goods-Producing,Construction,68.8
5/31/2004,May,2004,Goods-Producing,Manufacturing,222.2
5/31/2004,May,2004,Government,Federal Government,18.2
5/31/2004,May,2004,Government,Local Government,162.3
5/31/2004,May,2004,Government,State Government,64.1
5/31/2004,May,2004,Service-Providing,Transportation and Utilities,58.3
5/31/2004,May,2004,Service-Providing,Leisure and Hospitality,126.3
5/31/2004,May,2004,Service-Providing,Financial Activities,96.7
5/31/2004,May,2004,Service-Providing,Retail Trade,179.6
5/31/2004,May,2004,Service-Providing,Professional and Business Services,108.2
5/31/2004,May,2004,Service-Providing,Education and Health Services,191
5/31/2004,May,2004,Service-Providing,Other Services,56.3
5/31/2004,May,2004,Service-Providing,Wholesale Trade,65.7
5/31/2004,May,2004,Service-Providing,Information,33.5
6/30/2004,Jun,2004,Goods-Producing,Construction,69
6/30/2004,Jun,2004,Goods-Producing,Manufacturing,222.8
6/30/2004,Jun,2004,Goods-Producing,Mining and Logging,2.1
6/30/2004,Jun,2004,Government,Local Government,162.4
6/30/2004,Jun,2004,Government,State Government,65
6/30/2004,Jun,2004,Government,Federal Government,18.3
6/30/2004,Jun,2004,Service-Providing,Professional and Business Services,108.3
6/30/2004,Jun,2004,Service-Providing,Wholesale Trade,65.9
6/30/2004,Jun,2004,Service-Providing,Information,33.5
6/30/2004,Jun,2004,Service-Providing,Other Services,56.3
6/30/2004,Jun,2004,Service-Providing,Education and Health Services,191.6
6/30/2004,Jun,2004,Service-Providing,Retail Trade,179.5
6/30/2004,Jun,2004,Service-Providing,Financial Activities,96.8
6/30/2004,Jun,2004,Service-Providing,Leisure and Hospitality,126.9
6/30/2004,Jun,2004,Service-Providing,Transportation and Utilities,58.5
7/31/2004,Jul,2004,Goods-Producing,Mining and Logging,2
7/31/2004,Jul,2004,Goods-Producing,Manufacturing,224.1
7/31/2004,Jul,2004,Goods-Producing,Construction,68.9
7/31/2004,Jul,2004,Government,Federal Government,18.2
7/31/2004,Jul,2004,Government,State Government,64.1
7/31/2004,Jul,2004,Government,Local Government,162.3
7/31/2004,Jul,2004,Service-Providing,Other Services,56.4
7/31/2004,Jul,2004,Service-Providing,Information,33.7
7/31/2004,Jul,2004,Service-Providing,Professional and Business Services,109
7/31/2004,Jul,2004,Service-Providing,Education and Health Services,191.6
7/31/2004,Jul,2004,Service-Providing,Transportation and Utilities,58.5
7/31/2004,Jul,2004,Service-Providing,Wholesale Trade,66.6
7/31/2004,Jul,2004,Service-Providing,Financial Activities,97.2
7/31/2004,Jul,2004,Service-Providing,Retail Trade,181.3
7/31/2004,Jul,2004,Service-Providing,Leisure and Hospitality,127.7
8/31/2004,Aug,2004,Goods-Producing,Manufacturing,223.1
8/31/2004,Aug,2004,Goods-Producing,Construction,68.5
8/31/2004,Aug,2004,Goods-Producing,Mining and Logging,2
8/31/2004,Aug,2004,Government,Local Government,162.2
8/31/2004,Aug,2004,Government,Federal Government,18.2
8/31/2004,Aug,2004,Government,State Government,63.8
8/31/2004,Aug,2004,Service-Providing,Education and Health Services,191.7
8/31/2004,Aug,2004,Service-Providing,Leisure and Hospitality,128.5
8/31/2004,Aug,2004,Service-Providing,Professional and Business Services,108.9
8/31/2004,Aug,2004,Service-Providing,Information,34.1
8/31/2004,Aug,2004,Service-Providing,Other Services,56.4
8/31/2004,Aug,2004,Service-Providing,Financial Activities,97.5
8/31/2004,Aug,2004,Service-Providing,Wholesale Trade,66.5
8/31/2004,Aug,2004,Service-Providing,Retail Trade,181.1
8/31/2004,Aug,2004,Service-Providing,Transportation and Utilities,58.4
9/30/2004,Sep,2004,Goods-Producing,Construction,68.6
9/30/2004,Sep,2004,Goods-Producing,Mining and Logging,2.1
9/30/2004,Sep,2004,Goods-Producing,Manufacturing,224.4
9/30/2004,Sep,2004,Government,State Government,63.7
9/30/2004,Sep,2004,Government,Local Government,162.2
9/30/2004,Sep,2004,Government,Federal Government,18.2
9/30/2004,Sep,2004,Service-Providing,Other Services,56.5
9/30/2004,Sep,2004,Service-Providing,Information,33.9
9/30/2004,Sep,2004,Service-Providing,Professional and Business Services,108.3
9/30/2004,Sep,2004,Service-Providing,Transportation and Utilities,58.4
9/30/2004,Sep,2004,Service-Providing,Wholesale Trade,66.1
9/30/2004,Sep,2004,Service-Providing,Leisure and Hospitality,128.2
9/30/2004,Sep,2004,Service-Providing,Financial Activities,97.3
9/30/2004,Sep,2004,Service-Providing,Education and Health Services,191.5
9/30/2004,Sep,2004,Service-Providing,Retail Trade,180.4
10/31/2004,Oct,2004,Goods-Producing,Mining and Logging,2.1
10/31/2004,Oct,2004,Goods-Producing,Construction,68.3
10/31/2004,Oct,2004,Goods-Producing,Manufacturing,225.7
10/31/2004,Oct,2004,Government,State Government,63.5
10/31/2004,Oct,2004,Government,Federal Government,18.2
10/31/2004,Oct,2004,Government,Local Government,162.9
10/31/2004,Oct,2004,Service-Providing,Information,33.9
10/31/2004,Oct,2004,Service-Providing,Financial Activities,97.5
10/31/2004,Oct,2004,Service-Providing,Professional and Business Services,109.7
10/31/2004,Oct,2004,Service-Providing,Other Services,56.5
10/31/2004,Oct,2004,Service-Providing,Transportation and Utilities,58.3
10/31/2004,Oct,2004,Service-Providing,Wholesale Trade,66.7
10/31/2004,Oct,2004,Service-Providing,Retail Trade,180.3
10/31/2004,Oct,2004,Service-Providing,Leisure and Hospitality,127.8
10/31/2004,Oct,2004,Service-Providing,Education and Health Services,192
11/30/2004,Nov,2004,Goods-Producing,Mining and Logging,2
11/30/2004,Nov,2004,Goods-Producing,Manufacturing,225.8
11/30/2004,Nov,2004,Goods-Producing,Construction,68.7
11/30/2004,Nov,2004,Government,Local Government,162.8
11/30/2004,Nov,2004,Government,Federal Government,18.2
11/30/2004,Nov,2004,Government,State Government,63.5
11/30/2004,Nov,2004,Service-Providing,Retail Trade,180.4
11/30/2004,Nov,2004,Service-Providing,Other Services,56.4
11/30/2004,Nov,2004,Service-Providing,Wholesale Trade,66.9
11/30/2004,Nov,2004,Service-Providing,Information,33.9
11/30/2004,Nov,2004,Service-Providing,Education and Health Services,192.2
11/30/2004,Nov,2004,Service-Providing,Professional and Business Services,109.7
11/30/2004,Nov,2004,Service-Providing,Financial Activities,97.6
11/30/2004,Nov,2004,Service-Providing,Transportation and Utilities,57.9
11/30/2004,Nov,2004,Service-Providing,Leisure and Hospitality,128.5
12/31/2004,Dec,2004,Goods-Producing,Manufacturing,226.4
12/31/2004,Dec,2004,Goods-Producing,Mining and Logging,2.1
12/31/2004,Dec,2004,Goods-Producing,Construction,69.5
12/31/2004,Dec,2004,Government,Federal Government,18.1
12/31/2004,Dec,2004,Government,State Government,63.4
12/31/2004,Dec,2004,Government,Local Government,162.9
12/31/2004,Dec,2004,Service-Providing,Leisure and Hospitality,128.4
12/31/2004,Dec,2004,Service-Providing,Transportation and Utilities,57.7
12/31/2004,Dec,2004,Service-Providing,Professional and Business Services,110
12/31/2004,Dec,2004,Service-Providing,Wholesale Trade,67
12/31/2004,Dec,2004,Service-Providing,Other Services,56.3
12/31/2004,Dec,2004,Service-Providing,Financial Activities,97.8
12/31/2004,Dec,2004,Service-Providing,Information,33.8
12/31/2004,Dec,2004,Service-Providing,Education and Health Services,192.5
12/31/2004,Dec,2004,Service-Providing,Retail Trade,180.3
1/31/2005,Jan,2005,Goods-Producing,Construction,69
1/31/2005,Jan,2005,Goods-Producing,Manufacturing,226.7
1/31/2005,Jan,2005,Goods-Producing,Mining and Logging,2.1
1/31/2005,Jan,2005,Government,Federal Government,18.1
1/31/2005,Jan,2005,Government,State Government,63.2
1/31/2005,Jan,2005,Government,Local Government,162.1
1/31/2005,Jan,2005,Service-Providing,Leisure and Hospitality,128.8
1/31/2005,Jan,2005,Service-Providing,Information,33.6
1/31/2005,Jan,2005,Service-Providing,Wholesale Trade,66.8
1/31/2005,Jan,2005,Service-Providing,Professional and Business Services,110.1
1/31/2005,Jan,2005,Service-Providing,Other Services,56
1/31/2005,Jan,2005,Service-Providing,Retail Trade,179.5
1/31/2005,Jan,2005,Service-Providing,Transportation and Utilities,58.1
1/31/2005,Jan,2005,Service-Providing,Education and Health Services,192.7
1/31/2005,Jan,2005,Service-Providing,Financial Activities,97.9
2/28/2005,Feb,2005,Goods-Producing,Manufacturing,227.3
2/28/2005,Feb,2005,Goods-Producing,Mining and Logging,2.1
2/28/2005,Feb,2005,Goods-Producing,Construction,70.2
2/28/2005,Feb,2005,Government,State Government,63.5
2/28/2005,Feb,2005,Government,Federal Government,18.1
2/28/2005,Feb,2005,Government,Local Government,162.5
2/28/2005,Feb,2005,Service-Providing,Financial Activities,97.9
2/28/2005,Feb,2005,Service-Providing,Information,33.5
2/28/2005,Feb,2005,Service-Providing,Transportation and Utilities,58.4
2/28/2005,Feb,2005,Service-Providing,Wholesale Trade,67
2/28/2005,Feb,2005,Service-Providing,Professional and Business Services,111.4
2/28/2005,Feb,2005,Service-Providing,Other Services,56.3
2/28/2005,Feb,2005,Service-Providing,Retail Trade,179.9
2/28/2005,Feb,2005,Service-Providing,Leisure and Hospitality,129.6
